+9,744,Þว 3์/๑,+6,743,Þว 3์/๑
+8,744,ว 2์/๑,+5,745,ว 2์/๑
+4,747,ว 3์/๑,+2,749,ว 3์/๑
+5,753,ัย 1์/๑,-1,754,ัย 1์/๑
+2,753,ัย 2์/๑,+1,754,ัย 2์/๑
+2,755,ัย 3์/๑,+2,754,ัย 3์/๑
+3,750,ัย 2์/๑,+1,749,ัย 2์/๑
+2,751,ว 2์/๑,+2,752,ว 2์/๑
+12,751,ว 4์/๑,+8,750,ว 4์/๑
+9,749,ว 2์/๑,+9,750,ว 2์/๑
+13,754,ว 2์/๑,+11,755,ว 2์/๑
+12,756,ว 3์/๑,+11,758,ว 3์/๑
+12,759,Þว 1์/๑,+10,758,Þว 1์/๑
+12,751,ว 3์/๑,+10,752,ว 3์/๑
+9,750,ว 2์/๑,+6,746,ว 2์/๑
+4,748,ัว 2์/๑,+3,750,ัว 2์/๑
+6,751,ว 3์/๑,+6,750,ว 3์/๑
+10,748,Þว 2์/๑,+9,748,Þว 2์/๑
+11,744,Þว 2์/๑,+11,746,Þว 2์/๑
+6,752,ัย 1์/๑,+7,751,ัย 1์/๑
+14,742,Þย 1์/๑,+12,742,Þย 1์/๑
+8,749,ัว 3์/๑,+3,751,ัว 3์/๑
+6,749,ว 2์/๑,+3,749,ว 2์/๑
+4,753,ัย 2์/๑,0,755,ัย 2์/๑
+4,762,ั 2์/๑,-1,763,ั 2์/๑
+4,758,Þว 3์/๑,+2,756,Þว 3์/๑
+6,750,Þว 3์/๑,+5,750,Þว 3์/๑
+10,749,ว 4์/๑,+9,750,ว 4์/๑
+8,745,Þว 3์/๑,+7,745,Þว 3์/๑
+11,747,Þว 2์/๑,+10,748,Þว 2์/๑
+10,748,Þ 2์/๑,+10,748,Þ 2์/๑
+12,749,ว 2์/๑,+10,750,ว 2์/๑
+9,743,ั 3์/๑,+6,746,ั 3์/๑
+5,753,ว 3์/๑,+2,755,ว 3์/๑
+6,754,Þว 1์/๑,+6,752,Þว 1์/๑
+8,751,Þว 2์/๑,+8,750,Þว 2์/๑
+9,750,Þ 2์/๑,+8,749,Þ 2์/๑
+10,751,ว 1์/๑,+9,752,ว 1์/๑
+12,753,Þว 2์/๑,+9,755,Þว 2์/๑
+12,753,Þย 2์/๑,+9,752,Þย 2์/๑
+10,749,Þย 2์/๑,+7,749,Þย 2์/๑
+8,755,ว 2์/๑,+2,757,ว 2์/๑
+8,759,Þ 2์/๑,+8,760,Þ 2์/๑
+8,760,Þ 2์/๑,+5,759,Þ 2์/๑
+5,757,ว 2์/๑,+5,757,ว 2์/๑
+6,756,Þย 2์/๑,+5,754,Þย 2์/๑
+7,747,Þย 2์/๑,+5,745,Þย 2์/๑
+3,743,ั 1์/๑,+2,745,ั 1์/๑
+1,747,ว 2์/๑,0,746,ว 2์/๑
+2,742,Þว 4์/๑,+3,739,Þว 4์/๑
+3,742,ัว 5์/๑,+2,748,ัว 5์/๑
+2,764,ัว 1์/๑,+1,765,ัว 1์/๑
+2,766,Þว 3์/๑,0,765,Þว 3์/๑
+2,763,Þย 1์/๑,+1,763,Þย 1์/๑
+2,764,ย 2์/๑,0,764,ย 2์/๑
+1,760,ย 2์/๑,-1,759,ย 2์/๑
+1,756,ย 1์/๑,-1,755,ย 1์/๑
0,753,ย 2์/๑,-2,752,ย 2์/๑
+2,749,Þ 3์/๑,+2,748,Þ 3์/๑
+1,745,ว 2์/๑,+1,744,ว 2์/๑
-2,737,Þว 3์/๑,-2,735,Þว 3์/๑
+1,735,Þว 3์/๑,+1,738,Þว 3์/๑
+1,743,ว 2์/๑,-3,747,ว 2์/๑
-4,747,Þว 1์/๑,-2,744,Þว 1์/๑
0,733,Þว 3์/๑,+1,734,Þว 3์/๑
-5,743,ั 3์/๑,-9,747,ั 3์/๑
-8,744,ว 2์/๑,-5,742,ว 2์/๑
-2,738,Þ 4์/๑,-2,737,Þ 4์/๑
0,738,ว 3์/๑,-3,743,ว 3์/๑
-1,742,Þ 3์/๑,-1,744,Þ 3์/๑
-2,743,Þย 1์/๑,-3,742,Þย 1์/๑
-5,741,ว 2์/๑,-5,741,ว 2์/๑
-7,745,Þว 1์/๑,-7,748,Þว 1์/๑
-8,755,ัย 1์/๑,-8,757,ัย 1์/๑
-10,756,Þว 2์/๑,-9,755,Þว 2์/๑
-7,744,Þว 4์/๑,-9,739,Þว 4์/๑
-5,731,ว 3์/๑,-5,732,ว 3์/๑
-9,741,ัว 4์/๑,-10,743,ัว 4์/๑
-13,751,ัว 3์/๑,-11,753,ัว 3์/๑
-9,753,Þ 1์/๑,-7,750,Þ 1์/๑
0,741,ว 2์/๑,+1,744,ว 2์/๑
0,748,ัว 2์/๑,-4,752,ัว 2์/๑
-9,759,ว 1์/๑,-8,760,ว 1์/๑
-3,756,Þว 3์/๑,-3,753,Þว 3์/๑
-2,747,Þว 1์/๑,-2,749,Þว 1์/๑
0,750,Þว 2์/๑,0,749,Þว 2์/๑
0,746,ว 3์/๑,+1,748,ว 3์/๑
+2,756,ว 2์/๑,-1,757,ว 2์/๑
-2,759,Þว 2์/๑,-3,759,Þว 2์/๑
-6,761,ว 1์/๑,-9,762,ว 1์/๑
-8,763,Þว 1์/๑,-7,763,Þว 1์/๑
-5,762,Þ 1์/๑,-8,761,Þ 1์/๑
-4,757,Þว 1์/๑,-3,756,Þว 1์/๑
-2,753,ว 1์/๑,-1,754,ว 1์/๑
0,759,ว 1์/๑,-1,759,ว 1์/๑
-1,758,ว 1์/๑,-2,759,ว 1์/๑
-3,762,ั 1์/๑,-3,763,ั 1์/๑
-8,765,ย 3์/๑,-8,764,ย 3์/๑
-10,763,Þย 1์/๑,-11,762,Þย 1์/๑
-12,759,Þ 2์/๑,-10,758,Þ 2์/๑
-6,755,Þ 1์/๑,-6,756,Þ 1์/๑
-3,751,Þ 2์/๑,+1,749,Þ 2์/๑
0,745,ว 2์/๑,0,743,ว 2์/๑
0,742,ว 1์/๑,0,743,ว 1์/๑
+1,735,Þ 3์/๑,+1,735,Þ 3์/๑
0,739,Þว 2์/๑,-1,741,Þว 2์/๑
+1,736,Þ 3์/๑,+1,737,Þ 3์/๑
0,740,Þว 2์/๑,-4,742,Þว 2์/๑
-9,750,ว 3์/๑,-11,752,ว 3์/๑
-10,753,ย 2์/๑,-8,747,ย 2์/๑
-4,740,ว 4์/๑,-10,742,ว 4์/๑
-11,747,ว 3์/๑,-15,747,ว 3์/๑
-18,747,ั 2์/๑,-22,749,ั 2์/๑
-19,755,ัว 3์/๑,-16,756,ัว 3์/๑
-12,759,ว 2์/๑,-12,759,ว 2์/๑
-13,758,ย 1์/๑,-19,758,ย 1์/๑
-15,752,ย 3์/๑,-13,751,ย 3์/๑
-10,750,ย 4์/๑,-10,750,ย 4์/๑
-12,752,ย 3์/๑,-15,754,ย 3์/๑
-17,754,ัว 2์/๑,-21,755,ัว 2์/๑
-17,756,ว 2์/๑,-21,756,ว 2์/๑
-22,759,ั 2์/๑,-26,760,ั 2์/๑
-27,766,ั 2์/๑,-29,768,ั 2์/๑
-23,773,ัว 2์/๑,-25,773,ัว 2์/๑
-17,774,ว 1์/๑,-23,774,ว 1์/๑
-20,775,ย 2์/๑,-26,776,ย 2์/๑
-19,775,Þว 1์/๑,-22,773,Þว 1์/๑
-16,761,ว 3์/๑,-15,758,ว 3์/๑
-12,747,Þ 1์/๑,-12,745,Þ 1์/๑
-16,750,ั 2์/๑,-19,752,ั 2์/๑
-15,754,ั 1์/๑,-21,755,ั 1์/๑
-19,758,Þย 2์/๑,-24,759,Þย 2์/๑
-15,759,Þย 2์/๑,-16,759,Þย 2์/๑
-13,761,ย 2์/๑,-14,761,ย 2์/๑
-15,761,ย 2์/๑,-18,760,ย 2์/๑
-13,760,Þย 2์/๑,-13,759,Þย 2์/๑
-9,754,Þ 2์/๑,-8,753,Þ 2์/๑
-1,753,Þ 1์/๑,-1,753,Þ 1์/๑
+1,754,Þ 2์/๑,-1,755,Þ 2์/๑
-3,754,Þย 2์/๑,-6,754,Þย 2์/๑
-4,753,Þย 1์/๑,-5,752,Þย 1์/๑
-5,748,Þ 2์/๑,-7,747,Þ 2์/๑
-3,739,Þ 1์/๑,-2,738,Þ 1์/๑
+1,737,ว 3์/๑,0,739,ว 3์/๑
0,741,ว 1์/๑,-2,741,ว 1์/๑
-3,746,ั 2์/๑,-13,751,ั 2์/๑
-16,762,ัย 2์/๑,-19,765,ัย 2์/๑
-17,769,Þ 2์/๑,-20,769,Þ 2์/๑
-15,769,Þว 2์/๑,-18,769,Þว 2์/๑
-9,769,ว 2์/๑,-13,769,ว 2์/๑
-4,766,Þว 2์/๑,-9,765,Þว 2์/๑
+1,762,ว 1์/๑,-11,761,ว 1์/๑
-7,759,ย 2์/๑,-7,759,ย 2์/๑
-3,759,ย 2์/๑,-6,759,ย 2์/๑
-4,759,ย 2์/๑,-8,758,ย 2์/๑
-6,757,ย 2์/๑,-8,757,ย 2์/๑
-5,756,Þย 2์/๑,-8,755,Þย 2์/๑
-4,755,ว 1์/๑,-8,755,ว 1์/๑
+1,757,ัว 2์/๑,-4,758,ัว 2์/๑
+1,764,ัว 3์/๑,-6,764,ัว 3์/๑
-1,762,ว 3์/๑,-4,761,ว 3์/๑
-2,760,ว 2์/๑,-4,760,ว 2์/๑
+1,758,ว 3์/๑,-3,756,ว 3์/๑
+4,749,Þว 3์/๑,-2,747,Þว 3์/๑
+2,745,ัย 2์/๑,+1,743,ัย 2์/๑
+3,737,ัว 3์/๑,+2,738,ัว 3์/๑
+4,741,ว 2์/๑,+2,738,ว 2์/๑
+5,741,Þว 3์/๑,+2,741,Þว 3์/๑
+5,735,Þ 4์/๑,+5,733,Þ 4์/๑
+2,734,Þย 1์/๑,0,733,Þย 1์/๑
0,725,ว 3์/๑,-1,726,ว 3์/๑
+2,737,ว 5์/๑,-3,740,ว 5์/๑
+1,740,ั 1์/๑,-2,743,ั 1์/๑
+1,753,ั 2์/๑,-6,754,ั 2์/๑
+5,748,Þว 4์/๑,+4,747,Þว 4์/๑
+9,751,ว 2์/๑,+4,753,ว 2์/๑
+11,755,Þว 2์/๑,+5,756,Þว 2์/๑
+9,755,Þ 3์/๑,+7,755,Þ 3์/๑
+13,752,Þว 2์/๑,+3,754,Þว 2์/๑
+4,756,ัย 2์/๑,+1,753,ัย 2์/๑
+7,740,ว 3์/๑,-1,739,ว 3์/๑
+2,740,ัย 3์/๑,-1,741,ัย 3์/๑
+3,738,ัย 4์/๑,0,735,ัย 4์/๑
+2,734,ว 3์/๑,-3,738,ว 3์/๑
0,737,ย 3์/๑,+1,736,ย 3์/๑
-1,738,ว 3์/๑,-4,741,ว 3์/๑
+2,747,Þว 2์/๑,-2,748,Þว 2์/๑
+4,746,Þว 4์/๑,+2,746,Þว 4์/๑
+1,740,ย 2์/๑,0,740,ย 2์/๑
+5,745,ว 4์/๑,+2,745,ว 4์/๑
+11,742,ว 4์/๑,+4,744,ว 4์/๑
+4,742,ัว 1์/๑,+4,742,ัว 1์/๑
+3,744,ั 2์/๑,0,746,ั 2์/๑
+1,753,ั 2์/๑,-1,756,ั 2์/๑
+3,762,ั 2์/๑,-1,763,ั 2์/๑
+7,763,ว 3์/๑,+3,762,ว 3์/๑
+10,760,Þ 3์/๑,+7,758,Þ 3์/๑
+11,757,Þ 2์/๑,+8,756,Þ 2์/๑
+9,756,Þว 2์/๑,+8,756,Þว 2์/๑
+16,756,Þว 2์/๑,+11,756,Þว 2์/๑
+15,753,Þว 2์/๑,+11,753,Þว 2์/๑
+12,756,ั 1์/๑,+8,756,ั 1์/๑
+15,757,ัว 2์/๑,+11,757,ัว 2์/๑
+18,755,ว 1์/๑,+11,754,ว 1์/๑
+19,755,ั 2์/๑,+11,758,ั 2์/๑
+15,759,Þ 2์/๑,+11,758,Þ 2์/๑
+20,748,ว 3์/๑,+16,744,ว 3์/๑
+5,744,ัว 3์/๑,+1,746,ัว 3์/๑
+6,743,ว 4์/๑,+3,743,ว 4์/๑
+6,748,ัว 3์/๑,+2,751,ัว 3์/๑
+12,753,ว 3์/๑,+10,753,ว 3์/๑
+18,753,ว 3์/๑,+13,753,ว 3์/๑
+19,749,Þ 2์/๑,+14,749,Þ 2์/๑
+20,742,Þย 2์/๑,+13,740,Þย 2์/๑
+12,743,ว 2์/๑,+11,744,ว 2์/๑
+18,746,Þว 2์/๑,+13,744,Þว 2์/๑
+15,742,ว 2์/๑,+12,744,ว 2์/๑
+13,753,ั 1์/๑,+10,754,ั 1์/๑
+20,748,Þย 2์/๑,+18,746,Þย 2์/๑
+17,745,Þว 2์/๑,+12,746,Þว 2์/๑
+13,753,ว 3์/๑,+8,756,ว 3์/๑
+15,761,ว 1์/๑,+9,761,ว 1์/๑
+20,759,Þย 1์/๑,+17,757,Þย 1์/๑
+22,754,ย 2์/๑,+18,753,ย 2์/๑
+28,750,Þ 3์/๑,+24,750,Þ 3์/๑
+28,752,ัว 1์/๑,+24,752,ัว 1์/๑
+29,751,Þ 2์/๑,+23,751,Þ 2์/๑
+30,751,Þว 3์/๑,+24,751,Þว 3์/๑
+32,751,ว 2์/๑,+24,752,ว 2์/๑
+32,753,ัว 2์/๑,+23,754,ัว 2์/๑
+23,754,ย 2์/๑,+21,754,ย 2์/๑
+24,756,ัย 2์/๑,+18,756,ัย 2์/๑
+23,757,ว 2์/๑,+14,757,ว 2์/๑
+27,756,ัย 2์/๑,+21,757,ัย 2์/๑
+26,758,ว 2์/๑,+17,757,ว 2์/๑
+29,756,ว 2์/๑,+18,755,ว 2์/๑
+30,752,Þว 2์/๑,+19,752,Þว 2์/๑
+28,754,ัย 2์/๑,+20,753,ัย 2์/๑
+30,751,ว 2์/๑,+19,750,ว 2์/๑
+30,746,ว 2์/๑,+19,745,ว 2์/๑
+29,742,ัย 2์/๑,+19,742,ัย 2์/๑
+20,744,ัย 3์/๑,+15,746,ัย 3์/๑
+21,751,ัย 2์/๑,+17,753,ัย 2์/๑
+22,755,Þย 1์/๑,+14,756,Þย 1์/๑
+24,756,ว 2์/๑,+15,756,ว 2์/๑
+26,757,ย 1์/๑,+21,756,ย 1์/๑
+29,758,ัว 3์/๑,+19,758,ัว 3์/๑
+30,758,ัว 2์/๑,+19,757,ัว 2์/๑
+31,757,ัว 2์/๑,+22,756,ัว 2์/๑
+31,754,ัว 1์/๑,+21,752,ัว 1์/๑
+30,749,ัว 2์/๑,+23,749,ัว 2์/๑
+26,750,ัย 2์/๑,+21,751,ัย 2์/๑
+26,751,ว 2์/๑,+21,750,ว 2์/๑
+30,746,ว 3์/๑,+23,744,ว 3์/๑
+23,740,Þว 3์/๑,+16,740,Þว 3์/๑
+20,739,Þย 1์/๑,+18,738,Þย 1์/๑
+21,737,ว 1์/๑,+16,737,ว 1์/๑
+22,735,ั 1์/๑,+16,734,ั 1์/๑
+17,735,ว 4์/๑,+13,737,ว 4์/๑
+14,736,ว 2์/๑,+15,737,ว 2์/๑
+19,743,Þว 2์/๑,+14,745,Þว 2์/๑
+20,748,Þว 3์/๑,+18,747,Þว 3์/๑
+19,745,ว 2์/๑,+15,743,ว 2์/๑
+16,743,ว 3์/๑,+10,745,ว 3์/๑
+22,749,ว 2์/๑,+17,749,ว 2์/๑
+25,747,Þย 2์/๑,+21,744,Þย 2์/๑
+25,741,Þว 4์/๑,+21,744,Þว 4์/๑
+23,748,ว 2์/๑,+17,747,ว 2์/๑
+24,746,ว 3์/๑,+19,746,ว 3์/๑
+23,746,Þว 3์/๑,+19,746,Þว 3์/๑
+22,746,ว 3์/๑,+19,747,ว 3์/๑
+23,745,ย 3์/๑,+19,743,ย 3์/๑
+16,743,ว 4์/๑,+14,745,ว 4์/๑
+12,747,ว 4์/๑,+11,749,ว 4์/๑
+20,753,ัว 3์/๑,+15,753,ัว 3์/๑
+25,753,ว 3์/๑,+17,753,ว 3์/๑
+29,752,ว 2์/๑,+19,752,ว 2์/๑
+31,750,ัว 1์/๑,+21,749,ัว 1์/๑
+31,745,Þว 2์/๑,+23,746,Þว 2์/๑
+23,748,ว 2์/๑,+20,749,ว 2์/๑
+28,750,ว 3์/๑,+23,751,ว 3์/๑
+22,751,Þย 1์/๑,+17,750,Þย 1์/๑
+26,747,ัย 3์/๑,+21,747,ัย 3์/๑
+25,744,ั 2์/๑,+21,744,ั 2์/๑
+26,743,ัย 2์/๑,+18,744,ัย 2์/๑
+24,748,ัว 2์/๑,+17,750,ัว 2์/๑
+19,752,ัย 3์/๑,+15,753,ัย 3์/๑
+26,749,ว 4์/๑,+21,748,ว 4์/๑
+27,750,ัย 2์/๑,+20,750,ัย 2์/๑
+30,752,ว 2์/๑,+22,751,ว 2์/๑
+32,750,ว 2์/๑,+22,750,ว 2์/๑
+31,748,ัว 2์/๑,+24,748,ัว 2์/๑
+22,749,ั 2์/๑,+17,749,ั 2์/๑
+23,745,ัว 3์/๑,+15,745,ัว 3์/๑
+21,744,ว 3์/๑,+14,744,ว 3์/๑
+19,745,ัว 2์/๑,+11,747,ัว 2์/๑
+24,745,ัว 4์/๑,+19,745,ัว 4์/๑
+25,745,ัว 2์/๑,+20,746,ัว 2์/๑
+25,746,ัว 1์/๑,+17,746,ัว 1์/๑
+23,746,ัว 3์/๑,+17,746,ัว 3์/๑
+19,745,ั 2์/๑,+15,746,ั 2์/๑
+19,749,ัว 3์/๑,+15,751,ัว 3์/๑
+22,750,ัย 2์/๑,+16,752,ัย 2์/๑
+24,752,ว 2์/๑,+19,751,ว 2์/๑
+31,750,ว 3์/๑,+25,749,ว 3์/๑
+31,749,ว 2์/๑,+20,749,ว 2์/๑
+26,750,ั 2์/๑,+21,751,ั 2์/๑
+25,751,ว 1์/๑,+19,751,ว 1์/๑
+24,748,ั 1์/๑,+21,747,ั 1์/๑
+24,746,ั 2์/๑,+21,745,ั 2์/๑
+24,745,ย 4์/๑,+18,746,ย 4์/๑
+26,747,ย 2์/๑,+21,747,ย 2์/๑
+31,748,ย 2์/๑,+26,748,ย 2์/๑
+31,746,ย 3์/๑,+27,746,ย 3์/๑
+35,741,Þ 3์/๑,+24,741,Þ 3์/๑
+29,742,ว 3์/๑,+22,743,ว 3์/๑
+27,743,ัว 2์/๑,+21,745,ัว 2์/๑
+27,746,ั 2์/๑,+19,747,ั 2์/๑
+28,748,ว 2์/๑,+19,749,ว 2์/๑
+26,748,Þย 1์/๑,+18,748,Þย 1์/๑
+29,748,ัว 1์/๑,+26,745,ัว 1์/๑
+37,742,ว 2์/๑,+33,740,ว 2์/๑
+33,739,ว 2์/๑,+25,741,ว 2์/๑
+28,747,ว 2์/๑,+25,747,ว 2์/๑
+22,749,Þว 1์/๑,+21,749,Þว 1์/๑
+23,747,ั 1์/๑,+21,748,ั 1์/๑
+22,748,ัว 1์/๑,+20,748,ัว 1์/๑
+27,746,ัว 2์/๑,+18,746,ัว 2์/๑
+27,746,ว 2์/๑,+19,746,ว 2์/๑
+23,750,ัย 2์/๑,+18,751,ัย 2์/๑
+24,751,ย 2์/๑,+20,750,ย 2์/๑
+21,747,ย 2์/๑,+16,746,ย 2์/๑
+22,748,ัว 1์/๑,+13,747,ัว 1์/๑
+19,745,ัย 1์/๑,+16,742,ัย 1์/๑
+19,740,ว 6์/๑,+15,744,ว 6์/๑
+20,746,Þว 3์/๑,+13,747,Þว 3์/๑
+17,749,ว 3์/๑,+12,751,ว 3์/๑
+20,755,ัว 2์/๑,+15,756,ัว 2์/๑
+20,757,ั 2์/๑,+16,757,ั 2์/๑
+23,754,ัว 1์/๑,+19,752,ัว 1์/๑
+19,750,ัว 2์/๑,+15,750,ัว 2์/๑
+19,751,ั 1์/๑,+10,751,ั 1์/๑
+22,749,ัว 2์/๑,+12,749,ัว 2์/๑
+22,750,ัว 1์/๑,+13,751,ัว 1์/๑
+19,753,ัย 2์/๑,+14,754,ัย 2์/๑
+18,755,ย 1์/๑,+13,755,ย 1์/๑
+21,756,ย 1์/๑,+15,757,ย 1์/๑
+21,758,ย 2์/๑,+17,758,ย 2์/๑
+25,757,ว 1์/๑,+17,756,ว 1์/๑
+23,754,ว 2์/๑,+11,753,ว 2์/๑
+24,752,ว 2์/๑,+18,752,ว 2์/๑
+22,751,ว 1์/๑,+14,750,ว 1์/๑
+13,748,ัว 4์/๑,+7,751,ัว 4์/๑
+9,753,ัว 3์/๑,+7,753,ัว 3์/๑
+9,757,ัว 2์/๑,+7,759,ัว 2์/๑
+14,760,Þว 3์/๑,+6,759,Þว 3์/๑
+17,756,Þว 2์/๑,+7,756,Þว 2์/๑
+20,754,ว 2์/๑,+10,754,ว 2์/๑
+20,752,Þย 1์/๑,+10,752,Þย 1์/๑
+17,749,ย 2์/๑,+14,747,ย 2์/๑
+24,743,ย 2์/๑,+17,743,ย 2์/๑
+16,745,ุ,+13,746,ุ
+17,749,ัว 1์/๑,+14,750,ัว 1์/๑
+19,750,Þย 1์/๑,+15,749,Þย 1์/๑
+18,748,ว 2์/๑,+13,749,ว 2์/๑
+16,749,ัว 1์/๑,+11,749,ัว 1์/๑
+14,744,ว 2์/๑,+12,741,ว 2์/๑
+8,743,ว 3์/๑,+6,744,ว 3์/๑
+3,747,ัว 3์/๑,+4,748,ัว 3์/๑
+6,749,ัว 3์/๑,+2,749,ัว 3์/๑
+9,747,ัว 2์/๑,+3,749,ัว 2์/๑
+6,755,ั 1์/๑,+3,757,ั 1์/๑
+6,761,ัว 1์/๑,+5,761,ัว 1์/๑
+8,761,ัว 3์/๑,+4,760,ัว 3์/๑
+4,762,ัว 2์/๑,+3,762,ัว 2์/๑
+9,761,ว 2์/๑,+5,760,ว 2์/๑
+13,756,ว 4์/๑,+12,755,ว 4์/๑
+19,749,ว 4์/๑,+14,751,ว 4์/๑
+15,752,ว 2์/๑,+9,752,ว 2์/๑
+19,748,ว 3์/๑,+15,747,ว 3์/๑
+15,747,ัว 2์/๑,+11,749,ัว 2์/๑
+13,749,ว 2์/๑,+12,748,ว 2์/๑
+17,743,Þว 3์/๑,+13,744,Þว 3์/๑
+17,738,Þย 1์/๑,+14,736,Þย 1์/๑
+2,739,ัว 2์/๑,0,740,ัว 2์/๑
-2,745,ัว 3์/๑,-4,748,ัว 3์/๑
-1,745,Þ 2์/๑,-2,740,Þ 2์/๑
+3,737,ย 2์/๑,+4,735,ย 2์/๑
+1,738,ว 3์/๑,-4,742,ว 3์/๑
-6,748,ว 4์/๑,-9,750,ว 4์/๑
-6,755,ัว 3์/๑,-7,756,ัว 3์/๑
-5,758,ั 2์/๑,-6,759,ั 2์/๑
-5,764,ัว 2์/๑,-5,764,ัว 2์/๑
+2,762,ว 3์/๑,+1,761,ว 3์/๑
+3,756,ว 4์/๑,+3,755,ว 4์/๑
+7,755,ว 2์/๑,+5,756,ว 2์/๑
+7,757,Þ 1์/๑,+6,756,Þ 1์/๑
+8,752,Þว 3์/๑,+6,751,Þว 3์/๑
+4,745,ุ,+2,744,ุ
+2,745,ัย 3์/๑,+1,746,ัย 3์/๑
+4,750,ัย 1์/๑,+2,752,ัย 1์/๑
-1,753,ั 1์/๑,-2,752,ั 1์/๑
+4,751,Þว 1์/๑,+2,751,Þว 1์/๑
+1,753,ัว 1์/๑,0,754,ัว 1์/๑
+4,755,ว 1์/๑,+3,756,ว 1์/๑
+4,755,Þว 2์/๑,+5,755,Þว 2์/๑
+4,757,Þว 2์/๑,+5,758,Þว 2์/๑
+6,759,ว 2์/๑,+4,763,ว 2์/๑
+2,766,ว 1์/๑,+2,766,ว 1์/๑
+4,761,Þว 2์/๑,+3,760,Þว 2์/๑
+5,759,ว 2์/๑,+2,759,ว 2์/๑
+2,759,ัว 1์/๑,+2,760,ัว 1์/๑
-1,759,ัว 1์/๑,-4,759,ัว 1์/๑
-8,762,ั 1์/๑,-9,763,ั 1์/๑
-6,765,ุ,-9,765,ุ
-6,766,ว 2์/๑,-9,766,ว 2์/๑
-6,765,ว 2์/๑,-8,771,ว 2์/๑
-4,762,ั 1์/๑,-3,762,ั 1์/๑
-1,762,ัว 1์/๑,-1,762,ัว 1์/๑
-1,757,ว 2์/๑,-4,755,ว 2์/๑
-3,756,ั 2์/๑,-8,761,ั 2์/๑
-11,770,Þย 1์/๑,-13,770,Þย 1์/๑
-7,767,ว 3์/๑,-10,766,ว 3์/๑
-7,760,ว 3์/๑,-9,759,ว 3์/๑
-8,763,Þ 1์/๑,-8,763,Þ 1์/๑
-8,766,ย 1์/๑,-8,766,ย 1์/๑
-5,765,ัย 1์/๑,-5,764,ัย 1์/๑
-7,759,ย 1์/๑,-9,758,ย 1์/๑
-7,753,ว 2์/๑,-7,752,ว 2์/๑
-13,754,ั 1์/๑,-16,756,ั 1์/๑
-12,755,ว 4์/๑,-9,750,ว 4์/๑
-4,746,ว 4์/๑,-3,744,ว 4์/๑
-4,752,ัว 2์/๑,-12,756,ัว 2์/๑
-11,765,ว 1์/๑,-11,764,ว 1์/๑
-4,762,ว 5์/๑,-8,764,ว 5์/๑
-11,764,ย 3์/๑,-11,763,ย 3์/๑
-9,763,Þย 2์/๑,-8,763,Þย 2์/๑
-3,762,Þว 1์/๑,-5,761,Þว 1์/๑
-7,758,ย 2์/๑,-6,758,ย 2์/๑
-5,755,Þย 2์/๑,-1,754,Þย 2์/๑
-5,752,ย 2์/๑,-3,752,ย 2์/๑
-2,754,Þว 1์/๑,-3,755,Þว 1์/๑
-3,757,ุ,-2,759,ุ
-3,759,Þย 1์/๑,-4,760,Þย 1์/๑
-7,759,Þย 1์/๑,-6,758,Þย 1์/๑
-5,752,Þ 2์/๑,-4,751,Þ 2์/๑
-2,748,ว 1์/๑,-4,748,ว 1์/๑
-2,746,Þ 3์/๑,-1,743,Þ 3์/๑
+1,744,ว 3์/๑,-1,745,ว 3์/๑
0,739,ว 1์/๑,-1,740,ว 1์/๑
-4,740,Þย 1์/๑,-2,737,Þย 1์/๑
0,727,Þว 2์/๑,-3,729,Þว 2์/๑
-6,737,Þว 2์/๑,-7,732,Þว 2์/๑
-11,744,ว 3์/๑,-13,749,ว 3์/๑
-13,756,ว 2์/๑,-17,758,ว 2์/๑
-9,750,ย 5์/๑,-7,745,ย 5์/๑
-9,742,ว 4์/๑,-13,747,ว 4์/๑
-12,746,ย 3์/๑,-10,740,ย 3์/๑
-15,751,ัว 2์/๑,-19,750,ัว 2์/๑
-14,743,ว 2์/๑,-12,744,ว 2์/๑
-7,743,Þ 2์/๑,-7,740,Þ 2์/๑
-1,733,Þว 2์/๑,0,733,Þว 2์/๑
0,735,Þว 2์/๑,0,735,Þว 2์/๑
-3,738,Þว 3์/๑,-2,737,Þว 3์/๑
-6,741,ัว 2์/๑,-12,745,ัว 2์/๑
-22,750,ั 1์/๑,-27,752,ั 1์/๑
-22,752,ว 1์/๑,-21,750,ว 1์/๑
-13,746,ว 3์/๑,-12,745,ว 3์/๑
-9,744,Þ 3์/๑,-5,745,Þ 3์/๑
-10,741,Þย 4์/๑,-8,737,Þย 4์/๑
-1,738,Þว 2์/๑,-1,739,Þว 2์/๑
-1,742,ว 3์/๑,-3,740,ว 3์/๑
+1,746,ว 3์/๑,+2,746,ว 3์/๑
+2,751,Þว 1์/๑,-2,751,Þว 1์/๑
-3,749,ัว 1์/๑,-1,752,ัว 1์/๑
-3,756,ว 1์/๑,-8,756,ว 1์/๑
-8,752,ว 2์/๑,-5,752,ว 2์/๑
-1,749,ว 1์/๑,-1,749,ว 1์/๑
-3,754,ัว 3์/๑,-11,758,ัว 3์/๑
-13,760,ัว 1์/๑,-16,759,ัว 1์/๑
-12,759,ั 2์/๑,-17,762,ั 2์/๑
-15,770,ว 1์/๑,-20,771,ว 1์/๑
-17,771,Þย 1์/๑,-20,771,Þย 1์/๑
-15,772,Þ 2์/๑,-17,771,Þ 2์/๑
-18,767,ย 2์/๑,-21,766,ย 2์/๑
